activity_id,project_id,equipment_id,equipment_type,system_type,activity_type,complexity,complexity_score,planned_start_date,planned_end_date,planned_duration_days,actual_start_date,actual_end_date,status,is_delayed,delay_days,num_dependencies,contractor,contractor_performance_score,resource_availability,document_completeness_pct,weather_sensitive,prior_similar_experience,num_issues_encountered,num_change_orders,budget_variance_pct
PRJ-007-ACT-0061,PRJ-007,Exhaust-Fan-061,Exhaust Fan,Plumbing,Documentation Review,High,3,2023-08-18,2023-08-26,8,2023-08-16,2023-09-15,Completed - Delayed,True,20,1,Siemens,0.64,Limited,0.57,False,False,0,1,0.091
PRJ-007-ACT-0062,PRJ-007,Air-Handler-062,Air Handler,Plumbing,Documentation Review,High,3,2023-09-16,2023-09-17,1,2023-09-18,2023-10-02,Completed - Delayed,True,15,3,Siemens,0.94,Limited,0.65,False,True,7,0,0.058
PRJ-007-ACT-0063,PRJ-007,Electrical-Switchgear-063,Electrical Switchgear,HVAC,Performance Testing,High,3,2023-09-22,2023-10-06,14,2023-09-23,2023-10-19,Completed - Delayed,True,13,3,Siemens,0.7,Partial,0.91,False,True,1,2,0.164
PRJ-007-ACT-0064,PRJ-007,BMS-Controller-064,BMS Controller,HVAC,Performance Testing,Low,1,2023-09-02,2023-09-16,14,2023-09-01,2023-09-14,Completed - On Time,False,0,0,Siemens,0.66,Partial,0.95,False,True,1,1,-0.044
PRJ-007-ACT-0065,PRJ-007,Generator-065,Generator,BMS,Functional Testing,Medium,2,2023-06-04,2023-06-09,5,2023-06-09,2023-06-17,Completed - Delayed,True,8,2,Siemens,0.95,Full,0.6,False,True,6,1,-0.015
PRJ-007-ACT-0066,PRJ-007,Electrical-Switchgear-066,Electrical Switchgear,Fire Protection,Documentation Review,Medium,2,2023-09-19,2023-09-30,11,2023-09-19,2023-09-29,Completed - On Time,False,0,0,Siemens,0.93,Partial,0.82,False,True,1,1,0.083
PRJ-007-ACT-0067,PRJ-007,Generator-067,Generator,BMS,Documentation Review,Low,1,2023-08-09,2023-08-22,13,2023-08-12,2023-09-08,Completed - Delayed,True,17,4,Siemens,0.8,Limited,0.79,False,False,0,3,0.088
PRJ-007-ACT-0068,PRJ-007,Cooling-Tower-068,Cooling Tower,BMS,Functional Testing,Medium,2,2023-07-21,2023-07-26,5,2023-07-24,2023-08-06,Completed - Delayed,True,11,5,Siemens,0.85,Limited,0.85,True,False,4,1,-0.044
PRJ-007-ACT-0069,PRJ-007,Air-Handler-069,Air Handler,Fire Protection,Equipment Delivery,Critical,4,2023-08-05,2023-08-16,11,,,In Progress - At Risk,True,13,5,Siemens,0.91,Limited,0.92,False,False,0,0,0.061
PRJ-007-ACT-0070,PRJ-007,Boiler-070,Boiler,BMS,Documentation Review,Medium,2,2023-06-02,2023-06-10,8,,,In Progress - On Track,False,0,4,Siemens,0.83,Limited,0.9,False,True,0,1,0.055
PRJ-007-ACT-0071,PRJ-007,VAV-Box-071,VAV Box,Electrical,Installation,Critical,4,2023-09-25,2023-09-27,2,2023-09-29,2023-10-03,Completed - Delayed,True,6,5,Siemens,0.97,Full,0.72,False,False,2,0,-0.018
PRJ-007-ACT-0072,PRJ-007,BMS-Controller-072,BMS Controller,BMS,Performance Testing,Low,1,2023-11-16,2023-11-20,4,2023-11-20,2023-12-02,Completed - Delayed,True,12,5,Siemens,0.91,Partial,0.58,False,True,6,1,-0.075
PRJ-007-ACT-0073,PRJ-007,Fan-073,Fan,BMS,Functional Testing,High,3,2023-07-17,2023-07-18,1,2023-07-19,2023-08-04,Completed - Delayed,True,17,2,Siemens,1.0,Limited,0.5,False,False,3,0,0.179
PRJ-007-ACT-0074,PRJ-007,VAV-Box-074,VAV Box,HVAC,Functional Testing,Critical,4,2023-10-14,2023-10-16,2,2023-10-15,2023-10-15,Completed - On Time,False,0,3,Siemens,0.8,Full,0.63,False,False,1,0,-0.035
PRJ-007-ACT-0075,PRJ-007,Fire-Alarm-Panel-075,Fire Alarm Panel,Plumbing,Performance Testing,Low,1,2023-11-14,2023-11-17,3,2023-11-14,2023-12-07,Completed - Delayed,True,20,2,Siemens,0.6,Partial,0.86,False,True,4,0,0.079
PRJ-007-ACT-0076,PRJ-007,HVAC-Chiller-076,HVAC Chiller,Electrical,Equipment Delivery,Low,1,2023-10-08,2023-10-19,11,2023-10-12,2023-10-25,Completed - Delayed,True,6,4,Siemens,0.86,Full,0.67,False,False,4,2,0.237
PRJ-007-ACT-0077,PRJ-007,Fan-077,Fan,HVAC,Documentation Review,Medium,2,2023-06-03,2023-06-11,8,,,In Progress - On Track,False,0,4,Siemens,0.8,Limited,0.98,False,True,1,0,0.013
PRJ-007-ACT-0078,PRJ-007,Transformer-078,Transformer,HVAC,Documentation Review,Low,1,2023-10-30,2023-11-06,7,,,In Progress - On Track,False,0,1,Siemens,0.92,Partial,0.64,False,True,0,1,-0.041
PRJ-007-ACT-0079,PRJ-007,VAV-Box-079,VAV Box,Electrical,Functional Testing,High,3,2023-07-18,2023-07-29,11,2023-07-20,2023-08-04,Completed - Delayed,True,6,2,Siemens,0.71,Partial,0.88,False,False,8,3,0.26
PRJ-007-ACT-0080,PRJ-007,Air-Handler-080,Air Handler,Electrical,Equipment Delivery,Medium,2,2023-08-13,2023-08-26,13,2023-08-14,2023-08-31,Completed - Delayed,True,5,2,Siemens,0.66,Partial,0.53,False,True,3,0,-0.027
PRJ-007-ACT-0081,PRJ-007,Pump-081,Pump,BMS,Functional Testing,Low,1,2023-09-10,2023-09-24,14,2023-09-11,2023-10-04,Completed - Delayed,True,10,1,Siemens,0.84,Limited,0.86,False,True,2,2,-0.083
PRJ-007-ACT-0082,PRJ-007,Fan-082,Fan,Electrical,Documentation Review,Low,1,2023-09-15,2023-09-20,5,2023-09-15,2023-09-21,Completed - On Time,False,0,5,Siemens,0.81,Partial,0.87,False,False,1,0,-0.032
PRJ-007-ACT-0083,PRJ-007,Exhaust-Fan-083,Exhaust Fan,BMS,Functional Testing,High,3,2023-10-04,2023-10-08,4,,,In Progress - On Track,False,0,2,Siemens,0.98,Partial,0.65,False,True,1,1,0.041
PRJ-007-ACT-0084,PRJ-007,Transformer-084,Transformer,BMS,Functional Testing,Low,1,2023-08-10,2023-08-20,10,2023-08-10,2023-08-19,Completed - On Time,False,0,1,Siemens,0.75,Partial,0.74,False,False,1,0,0.041
PRJ-007-ACT-0085,PRJ-007,Electrical-Switchgear-085,Electrical Switchgear,Electrical,Installation,Medium,2,2023-09-12,2023-09-22,10,,,In Progress - On Track,False,0,0,Siemens,0.75,Partial,0.44,False,False,1,1,0.042
PRJ-007-ACT-0086,PRJ-007,Transformer-086,Transformer,BMS,Documentation Review,Medium,2,2023-07-08,2023-07-18,10,2023-07-13,2023-08-02,Completed - Delayed,True,15,1,Siemens,0.73,Limited,0.84,False,False,2,2,0.267
PRJ-007-ACT-0087,PRJ-007,Electrical-Switchgear-087,Electrical Switchgear,HVAC,Startup,High,3,2023-06-30,2023-07-04,4,2023-06-29,2023-07-12,Completed - Delayed,True,8,4,Siemens,0.67,Limited,0.97,False,False,8,1,0.29
PRJ-007-ACT-0088,PRJ-007,Transformer-088,Transformer,HVAC,Installation,Low,1,2023-07-01,2023-07-08,7,,,In Progress - On Track,False,0,0,Siemens,0.6,Full,0.57,False,True,2,0,0.093
PRJ-007-ACT-0089,PRJ-007,Pump-089,Pump,Electrical,Equipment Delivery,Low,1,2023-08-10,2023-08-22,12,,,In Progress - At Risk,True,21,1,Siemens,0.72,Full,0.52,False,False,8,3,0.158
PRJ-007-ACT-0090,PRJ-007,Exhaust-Fan-090,Exhaust Fan,Fire Protection,Startup,Medium,2,2023-07-09,2023-07-21,12,2023-07-10,2023-07-27,Completed - Delayed,True,6,2,Siemens,0.96,Partial,0.77,False,True,3,0,0.128
PRJ-007-ACT-0091,PRJ-007,Generator-091,Generator,Fire Protection,Functional Testing,Low,1,2023-11-01,2023-11-14,13,2023-11-05,2023-11-26,Completed - Delayed,True,12,4,Siemens,0.82,Limited,0.64,True,True,0,0,0.09
PRJ-007-ACT-0092,PRJ-007,Fan-092,Fan,Electrical,Documentation Review,Critical,4,2023-05-30,2023-06-07,8,2023-05-30,2023-06-07,Completed - On Time,False,0,3,Siemens,0.64,Limited,0.66,False,False,0,1,-0.013
PRJ-007-ACT-0093,PRJ-007,Pump-093,Pump,Fire Protection,Startup,Medium,2,2023-06-29,2023-07-11,12,,,In Progress - On Track,False,0,2,Siemens,0.69,Full,0.79,False,False,0,1,0.024
PRJ-007-ACT-0094,PRJ-007,Cooling-Tower-094,Cooling Tower,Electrical,Equipment Delivery,Low,1,2023-10-04,2023-10-10,6,2023-10-03,2023-10-21,Completed - Delayed,True,11,1,Siemens,0.9,Limited,0.51,False,True,8,3,-0.023
PRJ-007-ACT-0095,PRJ-007,Generator-095,Generator,HVAC,Installation,Medium,2,2023-08-14,2023-08-26,12,,,In Progress - On Track,False,0,2,Siemens,0.72,Partial,0.57,True,True,2,1,0.08
PRJ-007-ACT-0096,PRJ-007,VAV-Box-096,VAV Box,Electrical,Startup,Critical,4,2023-06-15,2023-06-16,1,,,In Progress - At Risk,True,18,3,Siemens,0.73,Limited,0.44,False,False,3,1,0.246
PRJ-007-ACT-0097,PRJ-007,Transformer-097,Transformer,Plumbing,Equipment Delivery,Critical,4,2023-08-06,2023-08-12,6,,,In Progress - On Track,False,0,1,Siemens,0.99,Full,0.76,False,True,1,0,0.059
PRJ-007-ACT-0098,PRJ-007,VAV-Box-098,VAV Box,HVAC,Startup,High,3,2023-09-22,2023-09-27,5,,,In Progress - At Risk,True,4,5,Siemens,0.92,Partial,0.8,False,True,7,3,-0.099
PRJ-007-ACT-0099,PRJ-007,Pump-099,Pump,HVAC,Performance Testing,Low,1,2023-07-31,2023-08-14,14,2023-07-31,2023-08-16,Completed - On Time,False,0,5,Siemens,0.72,Partial,0.47,False,False,2,0,-0.023
PRJ-007-ACT-0100,PRJ-007,VAV-Box-100,VAV Box,BMS,Equipment Delivery,Critical,4,2023-07-22,2023-08-01,10,2023-07-26,2023-08-19,Completed - Delayed,True,18,3,Siemens,0.91,Limited,0.84,False,True,4,0,0.164
PRJ-007-ACT-0101,PRJ-007,UPS-101,UPS,BMS,Equipment Delivery,High,3,2023-07-07,2023-07-14,7,2023-07-08,2023-07-28,Completed - Delayed,True,14,1,Siemens,0.84,Partial,0.45,False,False,3,2,0.188
PRJ-007-ACT-0102,PRJ-007,Boiler-102,Boiler,Electrical,Equipment Delivery,Critical,4,2023-07-17,2023-07-27,10,,,In Progress - On Track,False,0,2,Siemens,0.71,Full,0.7,False,True,2,1,0.099
PRJ-007-ACT-0103,PRJ-007,HVAC-Chiller-103,HVAC Chiller,BMS,Installation,Low,1,2023-06-09,2023-06-20,11,,,In Progress - On Track,False,0,4,Siemens,0.88,Full,0.72,False,False,0,1,0.007
PRJ-007-ACT-0104,PRJ-007,Air-Handler-104,Air Handler,Plumbing,Performance Testing,High,3,2023-08-08,2023-08-17,9,2023-08-07,2023-08-21,Completed - Delayed,True,4,4,Siemens,0.62,Full,0.88,False,True,6,0,0.018
PRJ-007-ACT-0105,PRJ-007,Generator-105,Generator,Electrical,Installation,Medium,2,2023-06-03,2023-06-09,6,2023-06-05,2023-06-18,Completed - Delayed,True,9,4,Siemens,0.87,Partial,0.69,True,False,0,1,0.267
PRJ-007-ACT-0106,PRJ-007,Cooling-Tower-106,Cooling Tower,HVAC,Functional Testing,Critical,4,2023-06-15,2023-06-20,5,2023-06-19,2023-07-06,Completed - Delayed,True,16,5,Siemens,0.85,Partial,0.84,False,False,2,3,-0.028
PRJ-007-ACT-0107,PRJ-007,Fan-107,Fan,BMS,Functional Testing,Medium,2,2023-05-30,2023-06-05,6,2023-06-04,2023-06-17,Completed - Delayed,True,12,0,Siemens,0.66,Partial,0.44,False,False,7,0,-0.014
PRJ-007-ACT-0108,PRJ-007,Electrical-Switchgear-108,Electrical Switchgear,BMS,Functional Testing,Low,1,2023-06-11,2023-06-17,6,,,In Progress - On Track,False,0,3,Siemens,0.69,Partial,0.64,False,False,2,0,0.047
PRJ-007-ACT-0109,PRJ-007,Electrical-Switchgear-109,Electrical Switchgear,Plumbing,Equipment Delivery,Low,1,2023-11-05,2023-11-14,9,2023-11-04,2023-11-13,Completed - On Time,False,0,0,Siemens,0.94,Limited,0.43,False,True,0,1,-0.03
PRJ-007-ACT-0110,PRJ-007,Transformer-110,Transformer,Plumbing,Startup,Medium,2,2023-07-09,2023-07-21,12,2023-07-09,2023-07-25,Completed - Delayed,True,4,3,Siemens,0.9,Limited,0.68,False,False,0,0,0.149
PRJ-007-ACT-0111,PRJ-007,UPS-111,UPS,Fire Protection,Equipment Delivery,Critical,4,2023-07-03,2023-07-17,14,,,In Progress - At Risk,True,9,2,Siemens,0.97,Partial,0.96,False,False,4,2,0.177
PRJ-007-ACT-0112,PRJ-007,Fan-112,Fan,Electrical,Performance Testing,Low,1,2023-06-22,2023-06-24,2,2023-06-23,2023-07-06,Completed - Delayed,True,12,5,Siemens,0.82,Limited,0.73,False,False,4,2,0.059
PRJ-007-ACT-0113,PRJ-007,Electrical-Switchgear-113,Electrical Switchgear,Electrical,Installation,High,3,2023-10-29,2023-11-11,13,2023-10-27,2023-11-24,Completed - Delayed,True,13,1,Siemens,0.65,Limited,0.7,False,False,6,0,0.224
PRJ-007-ACT-0114,PRJ-007,Exhaust-Fan-114,Exhaust Fan,Electrical,Startup,Low,1,2023-10-15,2023-10-22,7,,,In Progress - On Track,False,0,3,Siemens,0.6,Partial,0.92,False,True,1,0,0.005
PRJ-007-ACT-0115,PRJ-007,Fan-115,Fan,HVAC,Equipment Delivery,Low,1,2023-09-02,2023-09-06,4,2023-09-05,2023-09-10,Completed - Delayed,True,4,0,Siemens,0.78,Limited,0.84,False,True,5,3,0.129
PRJ-007-ACT-0116,PRJ-007,Fan-116,Fan,Electrical,Installation,Low,1,2023-08-03,2023-08-08,5,2023-08-05,2023-08-21,Completed - Delayed,True,13,1,Siemens,0.7,Partial,0.58,False,False,5,1,-0.061
PRJ-007-ACT-0117,PRJ-007,VAV-Box-117,VAV Box,Plumbing,Documentation Review,Low,1,2023-09-26,2023-10-06,10,2023-09-28,2023-10-07,Completed - On Time,False,0,2,Siemens,0.89,Full,0.74,False,True,1,1,0.037
PRJ-007-ACT-0118,PRJ-007,Electrical-Switchgear-118,Electrical Switchgear,Plumbing,Functional Testing,Medium,2,2023-06-30,2023-07-09,9,2023-07-02,2023-07-10,Completed - On Time,False,0,1,Siemens,0.95,Limited,0.76,False,False,0,1,0.053
PRJ-007-ACT-0119,PRJ-007,HVAC-Chiller-119,HVAC Chiller,Electrical,Installation,Critical,4,2023-09-29,2023-10-13,14,,,In Progress - At Risk,True,4,5,Siemens,0.64,Partial,0.55,False,True,5,3,0.096
PRJ-007-ACT-0120,PRJ-007,Cooling-Tower-120,Cooling Tower,Electrical,Installation,Critical,4,2023-10-31,2023-11-12,12,2023-10-31,2023-11-14,Completed - Delayed,True,2,1,Siemens,0.65,Limited,1.0,True,False,2,2,-0.004
PRJ-007-ACT-0121,PRJ-007,Boiler-121,Boiler,Fire Protection,Functional Testing,Medium,2,2023-09-03,2023-09-13,10,2023-09-06,2023-10-01,Completed - Delayed,True,18,2,Siemens,0.67,Partial,0.95,False,True,0,1,-0.005
PRJ-007-ACT-0122,PRJ-007,Boiler-122,Boiler,HVAC,Performance Testing,Low,1,2023-06-23,2023-06-28,5,,,In Progress - On Track,False,0,0,Siemens,0.77,Full,0.54,False,True,1,1,0.049
PRJ-007-ACT-0123,PRJ-007,Transformer-123,Transformer,BMS,Performance Testing,Low,1,2023-07-07,2023-07-17,10,2023-07-08,2023-07-16,Completed - On Time,False,0,5,Siemens,0.79,Partial,0.92,False,False,0,1,-0.001
PRJ-007-ACT-0124,PRJ-007,Transformer-124,Transformer,BMS,Performance Testing,Medium,2,2023-06-16,2023-06-20,4,,,In Progress - On Track,False,0,0,Siemens,0.61,Limited,0.9,False,False,1,0,0.087
PRJ-007-ACT-0125,PRJ-007,Generator-125,Generator,Fire Protection,Functional Testing,Medium,2,2023-09-26,2023-09-30,4,,,In Progress - At Risk,True,10,0,Siemens,0.89,Limited,0.98,False,False,7,0,-0.017
PRJ-007-ACT-0126,PRJ-007,Fan-126,Fan,HVAC,Installation,Low,1,2023-09-03,2023-09-16,13,2023-09-02,2023-09-26,Completed - Delayed,True,10,2,Siemens,0.85,Full,0.77,False,False,0,3,0.216
PRJ-007-ACT-0127,PRJ-007,Pump-127,Pump,HVAC,Installation,Low,1,2023-10-03,2023-10-08,5,2023-10-08,2023-10-22,Completed - Delayed,True,14,5,Siemens,0.86,Partial,0.68,False,False,5,0,0.237
PRJ-007-ACT-0128,PRJ-007,Electrical-Switchgear-128,Electrical Switchgear,Electrical,Equipment Delivery,Critical,4,2023-06-09,2023-06-13,4,2023-06-10,2023-06-14,Completed - On Time,False,0,1,Siemens,0.92,Limited,0.99,False,False,1,1,-0.01
PRJ-007-ACT-0129,PRJ-007,Transformer-129,Transformer,Fire Protection,Documentation Review,Low,1,2023-10-27,2023-10-31,4,2023-10-28,2023-11-02,Completed - On Time,False,0,4,Siemens,0.97,Limited,0.82,False,False,1,1,-0.045
PRJ-007-ACT-0130,PRJ-007,BMS-Controller-130,BMS Controller,BMS,Startup,High,3,2023-08-18,2023-08-19,1,2023-08-20,2023-09-02,Completed - Delayed,True,14,4,Siemens,0.88,Limited,0.52,False,False,2,1,0.29
PRJ-007-ACT-0131,PRJ-007,Pump-131,Pump,Fire Protection,Equipment Delivery,Medium,2,2023-07-02,2023-07-04,2,2023-07-01,2023-07-04,Completed - On Time,False,0,5,Siemens,0.82,Limited,0.96,False,True,2,1,-0.016
PRJ-007-ACT-0132,PRJ-007,HVAC-Chiller-132,HVAC Chiller,HVAC,Documentation Review,Critical,4,2023-06-17,2023-06-20,3,2023-06-18,2023-06-21,Completed - On Time,False,0,3,Siemens,0.9,Full,0.48,False,True,2,0,0.001
PRJ-007-ACT-0133,PRJ-007,BMS-Controller-133,BMS Controller,Fire Protection,Documentation Review,Critical,4,2023-10-06,2023-10-18,12,,,In Progress - At Risk,True,17,0,Siemens,0.94,Limited,0.72,False,True,8,2,-0.073
PRJ-007-ACT-0134,PRJ-007,UPS-134,UPS,HVAC,Functional Testing,Medium,2,2023-06-18,2023-06-30,12,2023-06-20,2023-07-19,Completed - Delayed,True,19,5,Siemens,0.89,Limited,0.79,False,False,5,3,0.175
PRJ-007-ACT-0135,PRJ-007,Transformer-135,Transformer,Plumbing,Performance Testing,Medium,2,2023-09-06,2023-09-10,4,,,In Progress - On Track,False,0,0,Siemens,0.94,Partial,0.49,False,False,0,1,-0.037
PRJ-007-ACT-0136,PRJ-007,Electrical-Switchgear-136,Electrical Switchgear,Electrical,Equipment Delivery,High,3,2023-06-24,2023-07-01,7,2023-06-25,2023-07-02,Completed - On Time,False,0,2,Siemens,0.96,Limited,0.67,False,False,2,1,-0.002
PRJ-007-ACT-0137,PRJ-007,VAV-Box-137,VAV Box,Plumbing,Functional Testing,Medium,2,2023-08-28,2023-08-30,2,2023-08-31,2023-09-14,Completed - Delayed,True,15,2,Siemens,0.79,Partial,0.4,False,True,6,1,0.016
PRJ-007-ACT-0138,PRJ-007,HVAC-Chiller-138,HVAC Chiller,Plumbing,Equipment Delivery,High,3,2023-09-13,2023-09-20,7,2023-09-14,2023-09-18,Completed - On Time,False,0,2,Siemens,0.73,Full,0.51,False,False,2,1,0.09
PRJ-007-ACT-0139,PRJ-007,HVAC-Chiller-139,HVAC Chiller,Electrical,Installation,Critical,4,2023-07-20,2023-07-29,9,2023-07-22,2023-07-27,Completed - On Time,False,0,4,Siemens,1.0,Full,0.71,False,True,1,0,0.094
PRJ-007-ACT-0140,PRJ-007,Electrical-Switchgear-140,Electrical Switchgear,Electrical,Equipment Delivery,High,3,2023-11-05,2023-11-10,5,2023-11-03,2023-11-21,Completed - Delayed,True,11,1,Siemens,0.97,Limited,0.79,False,True,8,1,-0.088
PRJ-007-ACT-0141,PRJ-007,Transformer-141,Transformer,Plumbing,Documentation Review,High,3,2023-06-16,2023-06-20,4,2023-06-18,2023-06-22,Completed - On Time,False,0,5,Siemens,0.83,Limited,0.86,False,True,2,1,-0.03
PRJ-007-ACT-0142,PRJ-007,Pump-142,Pump,Plumbing,Installation,Low,1,2023-10-19,2023-10-24,5,2023-10-24,2023-10-26,Completed - Delayed,True,2,1,Siemens,0.75,Limited,0.56,False,True,6,3,0.02
PRJ-007-ACT-0143,PRJ-007,UPS-143,UPS,HVAC,Performance Testing,Medium,2,2023-08-20,2023-08-28,8,,,In Progress - At Risk,True,14,4,Siemens,0.7,Full,0.93,False,True,4,2,-0.041
PRJ-007-ACT-0144,PRJ-007,Exhaust-Fan-144,Exhaust Fan,HVAC,Installation,Medium,2,2023-06-22,2023-06-28,6,,,In Progress - At Risk,True,10,2,Siemens,0.81,Limited,0.9,False,True,1,3,0.166
PRJ-007-ACT-0145,PRJ-007,Generator-145,Generator,Plumbing,Performance Testing,High,3,2023-09-18,2023-09-26,8,2023-09-18,2023-10-13,Completed - Delayed,True,17,4,Siemens,0.98,Limited,0.59,False,False,8,1,0.236
PRJ-007-ACT-0146,PRJ-007,Fan-146,Fan,BMS,Functional Testing,High,3,2023-10-08,2023-10-21,13,2023-10-06,2023-11-04,Completed - Delayed,True,14,0,Siemens,0.83,Full,0.55,False,True,5,3,0.187
PRJ-007-ACT-0147,PRJ-007,VAV-Box-147,VAV Box,Plumbing,Installation,Critical,4,2023-09-24,2023-10-01,7,2023-09-28,2023-10-02,Completed - Delayed,True,1,2,Siemens,0.97,Full,0.46,False,False,3,0,0.049
PRJ-007-ACT-0148,PRJ-007,VAV-Box-148,VAV Box,BMS,Equipment Delivery,Medium,2,2023-09-26,2023-10-05,9,2023-09-28,2023-10-07,Completed - On Time,False,0,2,Siemens,0.91,Partial,0.89,False,False,0,1,0.089
PRJ-007-ACT-0149,PRJ-007,Cooling-Tower-149,Cooling Tower,Electrical,Functional Testing,Critical,4,2023-07-05,2023-07-09,4,2023-07-05,2023-07-10,Completed - On Time,False,0,0,Siemens,0.8,Limited,0.42,False,True,2,0,-0.045
PRJ-007-ACT-0150,PRJ-007,Exhaust-Fan-150,Exhaust Fan,Fire Protection,Startup,Critical,4,2023-08-07,2023-08-21,14,,,In Progress - On Track,False,0,0,Siemens,0.87,Limited,0.57,False,False,1,1,0.024
PRJ-007-ACT-0151,PRJ-007,Fan-151,Fan,Electrical,Performance Testing,Low,1,2023-10-11,2023-10-13,2,2023-10-12,2023-10-14,Completed - On Time,False,0,3,Siemens,0.9,Partial,0.71,False,False,2,1,0.005
PRJ-007-ACT-0152,PRJ-007,Transformer-152,Transformer,Fire Protection,Installation,Medium,2,2023-09-10,2023-09-24,14,2023-09-08,2023-09-29,Completed - Delayed,True,5,4,Siemens,0.71,Limited,0.67,False,True,6,0,-0.04
PRJ-007-ACT-0153,PRJ-007,Transformer-153,Transformer,Fire Protection,Documentation Review,Low,1,2023-06-26,2023-06-29,3,,,In Progress - At Risk,True,18,5,Siemens,0.91,Limited,0.42,False,False,8,3,0.239
PRJ-007-ACT-0154,PRJ-007,VAV-Box-154,VAV Box,HVAC,Performance Testing,Low,1,2023-07-03,2023-07-17,14,,,In Progress - On Track,False,0,5,Siemens,0.93,Full,0.95,False,False,2,0,-0.017
PRJ-007-ACT-0155,PRJ-007,VAV-Box-155,VAV Box,Electrical,Performance Testing,Critical,4,2023-10-19,2023-10-22,3,2023-10-24,2023-11-11,Completed - Delayed,True,20,4,Siemens,0.84,Full,0.53,False,False,3,2,-0.082
PRJ-007-ACT-0156,PRJ-007,Generator-156,Generator,Plumbing,Functional Testing,Critical,4,2023-10-07,2023-10-17,10,2023-10-12,2023-11-02,Completed - Delayed,True,16,4,Siemens,0.95,Full,0.6,True,False,1,1,0.236
PRJ-007-ACT-0157,PRJ-007,Fire-Alarm-Panel-157,Fire Alarm Panel,Electrical,Equipment Delivery,High,3,2023-08-20,2023-08-26,6,2023-08-19,2023-09-16,Completed - Delayed,True,21,5,Siemens,0.62,Partial,0.66,False,True,3,2,0.184
PRJ-007-ACT-0158,PRJ-007,Pump-158,Pump,Plumbing,Equipment Delivery,Medium,2,2023-08-17,2023-08-23,6,2023-08-16,2023-08-22,Completed - On Time,False,0,0,Siemens,0.99,Partial,0.44,False,False,2,1,0.078
PRJ-007-ACT-0159,PRJ-007,Cooling-Tower-159,Cooling Tower,Fire Protection,Performance Testing,High,3,2023-09-20,2023-09-22,2,2023-09-25,2023-10-07,Completed - Delayed,True,15,5,Siemens,0.93,Limited,0.76,True,True,8,0,0.249
PRJ-007-ACT-0160,PRJ-007,Boiler-160,Boiler,Electrical,Documentation Review,High,3,2023-08-15,2023-08-28,13,2023-08-13,2023-09-07,Completed - Delayed,True,10,2,Siemens,0.77,Partial,0.56,False,False,3,3,0.19
PRJ-007-ACT-0161,PRJ-007,Electrical-Switchgear-161,Electrical Switchgear,Plumbing,Equipment Delivery,Medium,2,2023-06-15,2023-06-22,7,2023-06-14,2023-06-29,Completed - Delayed,True,7,1,Siemens,0.85,Partial,0.53,False,False,7,2,0.081
PRJ-007-ACT-0162,PRJ-007,Boiler-162,Boiler,BMS,Documentation Review,Critical,4,2023-11-17,2023-11-20,3,2023-11-17,2023-11-22,Completed - On Time,False,0,1,Siemens,0.64,Partial,0.98,False,True,1,1,0.088
PRJ-007-ACT-0163,PRJ-007,Fire-Alarm-Panel-163,Fire Alarm Panel,Plumbing,Documentation Review,Medium,2,2023-07-10,2023-07-24,14,2023-07-12,2023-08-05,Completed - Delayed,True,12,1,Siemens,0.67,Full,0.63,False,False,6,3,-0.09
PRJ-007-ACT-0164,PRJ-007,Generator-164,Generator,Electrical,Startup,Critical,4,2023-08-12,2023-08-25,13,2023-08-11,2023-09-15,Completed - Delayed,True,21,3,Siemens,0.76,Limited,0.47,True,False,7,2,0.196
PRJ-007-ACT-0165,PRJ-007,Transformer-165,Transformer,HVAC,Functional Testing,Low,1,2023-06-15,2023-06-23,8,2023-06-14,2023-06-24,Completed - On Time,False,0,2,Siemens,0.61,Full,0.94,False,True,0,1,0.084
PRJ-007-ACT-0166,PRJ-007,Air-Handler-166,Air Handler,Electrical,Startup,Critical,4,2023-08-08,2023-08-19,11,2023-08-08,2023-08-20,Completed - On Time,False,0,3,Siemens,0.88,Full,0.82,False,False,1,0,0.06
PRJ-007-ACT-0167,PRJ-007,Boiler-167,Boiler,BMS,Documentation Review,Critical,4,2023-07-01,2023-07-10,9,2023-07-03,2023-07-10,Completed - On Time,False,0,2,Siemens,0.87,Full,0.98,False,True,2,0,0.036
PRJ-007-ACT-0168,PRJ-007,Fire-Alarm-Panel-168,Fire Alarm Panel,BMS,Functional Testing,Medium,2,2023-07-16,2023-07-18,2,2023-07-18,2023-07-19,Completed - On Time,False,0,3,Siemens,0.75,Partial,0.47,False,False,0,0,0.1
PRJ-007-ACT-0169,PRJ-007,BMS-Controller-169,BMS Controller,Fire Protection,Installation,Low,1,2023-08-09,2023-08-12,3,,,In Progress - At Risk,True,19,1,Siemens,0.92,Full,0.48,False,True,3,3,0.289
PRJ-007-ACT-0170,PRJ-007,UPS-170,UPS,Electrical,Functional Testing,Low,1,2023-10-01,2023-10-07,6,2023-10-03,2023-10-17,Completed - Delayed,True,10,0,Siemens,0.79,Partial,0.77,False,False,1,2,0.018
PRJ-007-ACT-0171,PRJ-007,Transformer-171,Transformer,Electrical,Installation,High,3,2023-07-31,2023-08-13,13,2023-07-31,2023-08-14,Completed - On Time,False,0,0,Siemens,0.78,Partial,0.94,False,False,0,1,-0.013
